#Serovar	Isolate	Location	Isolation Source	Isolation type	SNP cluster	Min-same	Min-diff	BioSample	Assembly	AMR genotypes core	Collection Date
	PDT000217113.2	USA:NC	feces	environmental/other	PDS000073484.2	28		SAMN06645912	GCA_012461045.1	blaEC=COMPLETE	2015-09-08
	PDT000216266.2	USA:NC	feces	environmental/other	PDS000033445.1	5		SAMN06645926	GCA_014347055.1	blaEC=COMPLETE,tet(C)=COMPLETE	2014-12-16
	PDT000217104.2	USA:NC	feces	environmental/other	PDS000033445.1	0		SAMN06645908	GCA_012461165.1	blaEC=COMPLETE,tet(C)=COMPLETE	2015-09-08
	PDT000217109.2	USA:NC	feces	environmental/other	PDS000033445.1	0		SAMN06645909	GCA_012461185.1	blaEC=COMPLETE,tet(C)=COMPLETE	2015-09-08
	PDT000217110.2	USA:NC	feces	environmental/other	PDS000033445.1	0		SAMN06645910	GCA_012461085.1	blaEC=COMPLETE,tet(C)=COMPLETE	2015-09-08
	PDT000217123.2	USA:NC	feces	environmental/other	PDS000033445.1	4		SAMN06645907	GCA_012460865.1	blaEC=COMPLETE,tet(C)=COMPLETE	2015-09-08
	PDT000217126.2	USA:NC	feces	environmental/other	PDS000033445.1	1		SAMN06645911	GCA_012460445.1	blaEC=COMPLETE,tet(C)=COMPLETE	2015-09-08
	PDT000041600.1	USA: New York	stool	clinical	PDS000000554.4	10		SAMN02951656	GCA_000770045.1	blaEC=COMPLETE	2011-04
	PDT000236904.1	USA: New York	stool	clinical	PDS000000554.4	0		SAMN02951658	GCA_002269325.1	blaEC=COMPLETE	2011-04
	PDT000217117.2	USA:NC	feces	environmental/other	PDS000013642.6	3		SAMN06645901	GCA_012460945.1	blaEC=COMPLETE	2015-06-01
	PDT000218425.5	USA:NC	feces	environmental/other	PDS000013642.6	10		SAMN06645900	GCA_013068465.1	blaEC=COMPLETE	2015-06-01
	PDT000246447.1	USA: California	feces	environmental/other	PDS000016261.1	6		SAMN07679721	GCA_002379235.1	blaEC=COMPLETE	2008-11-17
Undetermined:H19	PDT000066901.3	USA	stool	clinical				SAMN03757661	GCA_012811955.1	blaEC=COMPLETE	2013-09
Undetermined:H2	PDT000084254.3	USA	stool	clinical				SAMN03892971	GCA_012783495.1	blaEC=COMPLETE,cyaA_S352T=POINT	2015-03
	PDT000092461.3	USA:TX	stool	clinical				SAMN04148304	GCA_012777535.1	blaEC=COMPLETE,cyaA_S352T=POINT,parC_S57T=POINT	2015
Undetermined:H19	PDT000096820.3	USA	stool	clinical				SAMN04279102	GCA_012771595.1	blaEC=COMPLETE	2012-08
	PDT000097025.3	USA:TX	stool	clinical				SAMN04148300		blaEC=COMPLETE	2015
Undetermined:Undetermined	PDT000098698.3	USA	stool	clinical				SAMN04335501	GCA_012768815.1	blaEC=COMPLETE	2015-11
Pending:Pending	PDT000102873.2	USA	stool	clinical				SAMN04351181	GCA_012731615.1	blaEC=COMPLETE,marR_S3N=POINT	2015-11
Undetermined:Undetermined	PDT000112884.5	USA	stool	clinical				SAMN04526251	GCA_012161105.1	blaEC=COMPLETE	2016-02
Undetermined:H5	PDT000119996.3	USA	stool	clinical				SAMN04570730	GCA_012711785.1	blaEC=COMPLETE,marR_S3N=POINT	2016-02
Isolate to CDC:Isolate to CDC	PDT000120866.3	USA	stool	clinical				SAMN04578496		blaEC=COMPLETE	2013-11
Undetermined:Undetermined	PDT000124968.2	USA	stool	clinical				SAMN04588709	GCA_012705785.1	blaEC=COMPLETE,tet(B)=COMPLETE	2016-03
Undetermined:H8	PDT000124971.3	USA	stool	clinical				SAMN04578553	GCA_012705685.1	blaEC=COMPLETE,cyaA_S352T=POINT,uhpT_E350Q=POINT	2015-10
Undetermined:Undetermined	PDT000125467.3	USA	stool	clinical				SAMN04605221	GCA_012703965.1	blaEC=COMPLETE	2016-03
Isolate to CDC:Isolate to CDC	PDT000125553.3	USA	stool	clinical				SAMN04621363	GCA_012901785.1	blaEC=COMPLETE	2016-01
Isolate to CDC:Isolate to CDC	PDT000126420.3	USA	stool	clinical				SAMN04870893	GCA_012900465.1	blaEC=COMPLETE	2016-01
Pending:Pending	PDT000128423.3	USA	stool	clinical				SAMN04893424	GCA_012900285.1	blaEC=COMPLETE	2016-03
Undetermined:HNT	PDT000128452.3	USA	stool	clinical				SAMN04916762	GCA_012899585.1	blaEC=COMPLETE	2016-04
Undetermined:Undetermined	PDT000128664.3	USA	stool	clinical				SAMN04632379	GCA_012899725.1	blaEC=COMPLETE	2016-03
Isolate to CDC:Isolate to CDC	PDT000130572.2	USA	stool	clinical				SAMN04913834	GCA_012899065.1	blaEC=COMPLETE,marR_S3N=POINT	2013-05
Isolate to CDC:	PDT000134074.2	USA	stool	clinical				SAMN05033867		blaEC=COMPLETE,cyaA_S352T=POINT,uhpT_E350Q=POINT	2014-10
Undetermined:	PDT000134598.2	USA	stool	clinical				SAMN04633639		blaEC=COMPLETE,blaTEM-1=COMPLETE,marR_S3N=POINT	2015-04
Undetermined:Isolate to CDC	PDT000135782.3	USA	stool	clinical				SAMN05272017		blaEC=COMPLETE	2016-05
	PDT000137560.3	USA	stool	clinical				SAMN05374511	GCA_012668465.1	blaEC=COMPLETE	2013-12-12
	PDT000142544.3	USA:TX	stool	clinical				SAMN05371112	GCA_012638625.1	blaEC=COMPLETE	2013
	PDT000147494.3	USA	stool	clinical				SAMN05733209		blaEC=COMPLETE	2015-08-10
	PDT000148506.2	USA	stool	clinical				SAMN05757126	GCA_012589735.1	blaEC=COMPLETE,marR_S3N=POINT	2008-06-16
	PDT000150924.3	USA	stool	clinical				SAMN05851572	GCA_012905145.1	blaEC=COMPLETE	2012-09-24
	PDT000190966.3	USA	stool	clinical				SAMN06475291	GCA_012489725.1	blaEC=COMPLETE,uhpT_E350Q=POINT	2015-09-08
	PDT000248581.1	USA: CT	feces	clinical	PDS000061320.1	17		SAMN05605354	GCA_002458945.1	blaEC=COMPLETE	2001
	PDT000542063.2	USA	feces	environmental/other	PDS000058142.1	0		SAMN12255945		blaEC=COMPLETE	2009-01-07
	PDT000836766.1	USA:WA	stool	environmental/other	PDS000071622.1	0		SAMN16136471	GCA_014603095.1	blaEC=COMPLETE,cyaA_S352T=POINT	2019-10-04
	PDT000237865.5	USA:MN	feces	environmental/other				SAMN07568480	GCA_012386355.1	blaEC=COMPLETE	2017-08
	PDT000237874.5	USA:MN	feces	environmental/other				SAMN07568481	GCA_012386075.1	blaEC=COMPLETE	2017-08
	PDT000247118.3	USA:MI	stool	clinical				SAMN07717142	GCA_012383635.1	blaEC=COMPLETE,fosA7.5=COMPLETE,tet(B)=COMPLETE	2007
	PDT000251619.1	USA: MI	feces	environmental/other				SAMN05605370	GCA_002515045.1	blaEC=COMPLETE	2012
	PDT000252968.2	USA:MI	stool	clinical				SAMN07717150	GCA_012365395.1	blaEC=COMPLETE,uhpT_E350Q=POINT	2008
	PDT000280766.2	USA	stool	clinical				SAMN08385474	GCA_013076355.1	blaEC=COMPLETE	2016-01-14
	PDT000281627.3	USA:MI	stool	clinical				SAMN08102576	GCA_012265685.1	blaEC=COMPLETE	2009
	PDT000287856.3	USA	stool	clinical				SAMN08558909		blaCMY=PARTIAL,blaEC=COMPLETE	2017-08-14
	PDT000287876.2	USA	stool	clinical				SAMN08558989	GCA_012258865.1	blaEC=COMPLETE,marR_S3N=POINT,qnrB19=COMPLETE	2018-01-27
	PDT000288434.2	USA	stool	clinical				SAMN08580531	GCA_012257225.1	blaEC=COMPLETE	2018-01-15
	PDT000289034.3	USA	stool	clinical				SAMN08591172		blaEC=COMPLETE	2018-01-27
	PDT000687283.1	USA	stool	environmental/other				SAMN14124644	GCA_012701325.1	blaEC=COMPLETE	2020-01-31
	PDT000488257.1	USA: Iowa	feces	environmental/other				SAMN08810288	GCA_004767045.1	blaEC=COMPLETE	2000-10-02
	PDT000491105.1	USA: Alachua	feces	environmental/other				SAMN11334557	GCA_004792985.1	aph(3'')-Ib=COMPLETE,blaCTX-M-1=COMPLETE,blaEC=COMPLETE,floR=COMPLETE,mph(A)=COMPLETE,qnrB19=COMPLETE,tet(A)=COMPLETE	2017-06
	PDT000491107.1	USA: Alachua	feces	environmental/other				SAMN11334556	GCA_004793005.1	blaCTX-M-32=COMPLETE,blaEC=COMPLETE,dfrA1=COMPLETE,floR=COMPLETE,mph(A)=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE	2017-06
	PDT000725633.1	USA	stool	clinical				SAMN13617504		blaEC=COMPLETE	2003
	PDT000725639.1	USA	stool	clinical				SAMN13617499	GCA_012923355.1	blaEC=COMPLETE	2003
	PDT000725747.1	USA	stool	clinical				SAMN13617540		blaEC=COMPLETE	2004
	PDT000770931.1	USA: Cambridge, MA	feces	environmental/other				SAMN13937742	GCA_013366875.1	blaEC-5=COMPLETE,uhpT_E350Q=POINT	2019
	PDT000770932.1	USA: Cambridge, MA	feces	environmental/other				SAMN13937741	GCA_013366895.1	blaEC-5=COMPLETE,uhpT_E350Q=POINT	2019
	PDT000771637.1	USA:Kansas	feces	environmental/other				SAMN09381112	GCA_013369555.1	aac(3)-IId=COMPLETE,aadA1=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,sat2=COMPLETE,tet(B)=COMPLETE	2014
	PDT000771699.1	USA:Kansas	feces	environmental/other				SAMN09381101	GCA_013370835.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,tet(B)=COMPLETE	2014
	PDT000806274.1	USA	feces	clinical				SAMN09405605		blaEC=COMPLETE	2002
	PDT000806902.1	USA:WA	stool	environmental/other				SAMN15777162	GCA_014147185.1	blaEC=COMPLETE,blaTEM-1=COMPLETE	2019-07-25
	PDT000806909.1	USA:WA	stool	environmental/other				SAMN15777165	GCA_014147085.1	blaEC=COMPLETE,uhpT_E350Q=POINT	2019-01-16
	PDT000203706.1	USA: FL	feces	environmental/other	PDS000012432.1	2		SAMN05789724	GCA_002100035.1	blaCMY-2=COMPLETE,blaEC=COMPLETE,tet(B)=COMPLETE	2016-02-05
	PDT000203709.1	USA: FL	feces	environmental/other	PDS000012432.1	2		SAMN05789722	GCA_002100105.1	blaCMY-2=COMPLETE,blaEC=COMPLETE,tet(B)=COMPLETE	2016-02-05
	PDT000216693.1	USA:Midwest	feces	environmental/other	PDS000013539.2	54		SAMN06759969	GCA_002173345.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,tet(B)=COMPLETE	2013-07-17
	PDT000216691.1	USA:Midwest	feces	environmental/other	PDS000013537.2	45		SAMN06759970	GCA_002173255.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,tet(B)=COMPLETE	2013-07-17
	PDT000216684.1	USA:Midwest	feces	environmental/other	PDS000013536.3	36		SAMN06759966	GCA_002173155.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,tet(A)=COMPLETE,tet(B)=COMPLETE	2013-07-17
	PDT000477878.1	USA	feces	environmental/other	PDS000043949.1	10		SAMN11077623	GCA_004344825.1	blaEC-5=COMPLETE,uhpT_E350Q=POINT	2017-02-21
	PDT000212604.3	USA	stool	clinical				SAMN07159048	GCA_012466985.1	blaEC=COMPLETE	2015-07-31
	PDT000213233.2	USA	stool	clinical				SAMN07172017	GCA_012465705.1	blaEC=COMPLETE	2015-11-16
	PDT000224224.3	USA	stool	clinical				SAMN07338999	GCA_012442465.1	blaEC=MISTRANSLATION	2017-06-15
Undetermined:Undetermined	PDT000130568.3	USA	stool	clinical	PDS000034635.9	13		SAMN04962227		blaEC=COMPLETE,cyaA_S352T=POINT,uhpT_E350Q=POINT	2016-04
	PDT000097330.3	USA:TX	stool	clinical	PDS000033928.13	15		SAMN04148292		blaEC=COMPLETE	2015
	PDT000491118.1	USA: Alachua	feces	environmental/other	PDS000050510.3	33		SAMN11334539	GCA_004793235.1	blaCTX-M-65=COMPLETE,blaEC=COMPLETE,floR=COMPLETE,qnrS1=COMPLETE,tet(A)=COMPLETE	2017-06
	PDT000042370.1	USA:New York City	stool	environmental/other	PDS000033116.14	8	6	SAMN02954479	GCA_000773575.1	blaEC=COMPLETE,gyrA_S83L=POINT	2014-08
	PDT000538647.2	USA	feces	environmental/other	PDS000035604.4	2		SAMN12213337		blaEC=COMPLETE	2010-09-02
	PDT000538648.2	USA	feces	environmental/other	PDS000035604.4	2		SAMN12213338		blaEC=COMPLETE	2010-09-02
	PDT000538651.2	USA	feces	environmental/other	PDS000035604.4	2		SAMN12213347		blaEC=COMPLETE	2010-09-02
	PDT000538654.2	USA	feces	environmental/other	PDS000035604.4	9		SAMN12213340		blaEC=COMPLETE	2010-09-02
	PDT000829694.1	USA:WA	stool	environmental/other	PDS000056570.2	13		SAMN16054345	GCA_014474205.1	blaEC=COMPLETE,cyaA_S352T=POINT	2019-07-31
	PDT000725724.1	USA	stool	clinical	PDS000008062.3	0		SAMN13617426	GCA_012914565.1	blaEC=COMPLETE	2002
	PDT000491094.1	USA: Alachua	feces	environmental/other	PDS000045050.1	3		SAMN11334549	GCA_004792755.1	blaCTX-M-32=COMPLETE,blaEC=COMPLETE,tet(A)=COMPLETE,uhpT_E350Q=POINT	2017-06
	PDT000491096.1	USA: Alachua	feces	environmental/other	PDS000045050.1	1		SAMN11334558	GCA_004792835.1	blaCTX-M-32=COMPLETE,blaEC=COMPLETE,tet(A)=COMPLETE,uhpT_E350Q=POINT	2017-06
	PDT000491099.1	USA: Alachua	feces	environmental/other	PDS000045050.1	2		SAMN11334550	GCA_004792905.1	blaCTX-M-32=COMPLETE,blaEC=COMPLETE,tet(A)=COMPLETE,uhpT_E350Q=POINT	2017-06
	PDT000491104.1	USA: Alachua	feces	environmental/other	PDS000045050.1	2		SAMN11334555	GCA_004793025.1	blaCTX-M-32=COMPLETE,blaEC=COMPLETE,tet(A)=COMPLETE,uhpT_E350Q=POINT	2017-06
	PDT000491111.1	USA: Alachua	feces	environmental/other	PDS000045050.1	19		SAMN11334552	GCA_004793095.1	blaCTX-M-32=COMPLETE,blaEC=COMPLETE,tet(A)=COMPLETE,uhpT_E350Q=POINT	2017-06
	PDT000491114.1	USA: Alachua	feces	environmental/other	PDS000045050.1	4		SAMN11334540	GCA_004793175.1	blaCTX-M-32=COMPLETE,blaEC=COMPLETE,tet(A)=COMPLETE,uhpT_E350Q=POINT	2017-06
	PDT000491115.1	USA: Alachua	feces	environmental/other	PDS000045050.1	3		SAMN11334537	GCA_004793225.1	blaCTX-M-32=COMPLETE,blaEC=COMPLETE,tet(A)=COMPLETE,uhpT_E350Q=POINT	2017-06
	PDT000491122.1	USA: Alachua	feces	environmental/other	PDS000045050.1	1		SAMN11334546	GCA_004793355.1	blaCTX-M-32=COMPLETE,blaEC=COMPLETE,tet(A)=COMPLETE,uhpT_E350Q=POINT	2017-06
	PDT000142539.3	USA:TX	stool	clinical	PDS000033376.6	25		SAMN05371107		blaEC=COMPLETE	2013
	PDT000542116.2	USA	feces	environmental/other	PDS000057947.1	39		SAMN12256119		blaEC=COMPLETE	2008-07-22
	PDT000041598.1	USA: New York	stool	clinical	PDS000000554.4	14		SAMN02951658	GCA_000770035.1	blaEC=COMPLETE	2011-04
	PDT000246449.1	USA: California	feces	environmental/other	PDS000016261.1	5		SAMN07679720	GCA_002379265.1	blaEC=COMPLETE	2008-11-17
	PDT000275559.1	USA: FL	feces	environmental/other	PDS000005411.3	1		SAMN04510564	GCA_002849125.1	blaCMY-2=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,tet(B)=COMPLETE	2016-02-20
	PDT000246448.1	USA: California	feces	environmental/other	PDS000016260.2	3		SAMN07679722	GCA_002379215.1	blaEC=MISTRANSLATION	2009-06-18
	PDT000246451.1	USA: California	feces	environmental/other	PDS000016260.2	3		SAMN07679724	GCA_002379295.1	blaEC=MISTRANSLATION	2009-06-18
	PDT000246452.1	USA: California	feces	environmental/other	PDS000016260.2	3		SAMN07679723	GCA_002379315.1	blaEC=MISTRANSLATION	2009-06-18
	PDT000203690.1	USA: FL	feces	environmental/other	PDS000012430.1	1		SAMN05655970	GCA_002099735.1	blaCMY-2=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,uhpT_E350Q=POINT	2016-02-06
	PDT000203692.1	USA: FL	feces	environmental/other	PDS000012430.1	1		SAMN05655961	GCA_002099765.1	blaCMY-2=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,uhpT_E350Q=POINT	2016-02-06
	PDT000203693.1	USA: FL	feces	environmental/other	PDS000012430.1	2		SAMN05655941	GCA_002099805.1	blaCMY-2=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,uhpT_E350Q=POINT	2016-02-06
Undetermined:H19	PDT000063320.3	USA	stool	clinical				SAMN03569563	GCA_012817655.1	blaEC=COMPLETE	2013-06
Pending:Pending	PDT000065203.2	USA	stool	clinical				SAMN03653586	GCA_012816155.1	blaEC=MISTRANSLATION	2014-11
Undetermined:HNT	PDT000065229.3	USA	stool	clinical				SAMN03656162	GCA_012816825.1	blaEC=COMPLETE,uhpT_E350Q=POINT	2015-01
Undetermined:NM	PDT000065241.3	USA	stool	clinical				SAMN03700760	GCA_012815735.1	blaEC=COMPLETE	2015-05
Pending:Pending	PDT000081892.3	USA	stool	clinical				SAMN03981626	GCA_012804255.1	blaEC=COMPLETE	2015-07
Undetermined:Pending	PDT000083964.3	USA	stool	clinical				SAMN04099863	GCA_012794655.1	blaEC=COMPLETE	2015-09
Undetermined:H11	PDT000084164.3	USA	stool	clinical				SAMN03892974	GCA_012792035.1	blaEC=COMPLETE	2015-05
Undetermined:NM	PDT000086173.3	USA	stool	clinical				SAMN04146008	GCA_012780865.1	blaEC=COMPLETE,tet(B)=COMPLETE	2015-08
	PDT000094201.2	USA:FL	feces	clinical				SAMN04191559	GCA_012777115.1	blaEC=COMPLETE,parC_A56T=POINT	2012
Pending:Undetermined	PDT000097085.3	USA	stool	clinical				SAMN04191668	GCA_012770075.1	blaEC=COMPLETE,tet(A)=COMPLETE	2015-08
	PDT000097329.3	USA:TX	stool	clinical				SAMN04148291	GCA_012769575.1	blaEC=COMPLETE	2015
Undetermined:NM	PDT000098346.3	USA	stool	clinical				SAMN04327527	GCA_012768895.1	blaEC=COMPLETE	2015-10
Undetermined:HNT	PDT000102785.3	USA	stool	clinical				SAMN04382880	GCA_012732295.1	blaEC=COMPLETE	2015-11
Undetermined:HNT	PDT000107033.3	USA	stool	clinical				SAMN04481684		blaEC=COMPLETE,cyaA_S352T=POINT,parC_S57T=POINT,uhpT_E350Q=POINT	2016-01
Undetermined:H41	PDT000115013.3	USA	stool	clinical				SAMN04558452		blaEC=COMPLETE,cyaA_S352T=POINT,parC_S57T=POINT,uhpT_E350Q=POINT	2013-10
Undetermined:Undetermined	PDT000125551.2	USA	stool	clinical				SAMN04588713		aadA1=COMPLETE,aadA1=PARTIAL_END_OF_CONTIG,aadA2=COMPLETE,blaEC=COMPLETE,cmlA1=COMPLETE,cyaA_S352T=POINT,dfrA12=COMPLETE,qnrB19=COMPLETE,sul3=COMPLETE,tet(A)=COMPLETE	2016-03
Isolate to CDC:Isolate to CDC	PDT000125554.3	USA	stool	clinical				SAMN04621362	GCA_012901805.1	blaEC=COMPLETE	2016-01
Isolate to CDC:Isolate to CDC	PDT000128425.2	USA	stool	clinical				SAMN04893768	GCA_012900205.1	blaEC=COMPLETE,marR_S3N=POINT	2016-03
Pending:Pending	PDT000130434.3	USA	stool	clinical				SAMN04925748	GCA_012899125.1	blaEC=COMPLETE	2016-04
Undetermined:HNT	PDT000135745.2	USA	stool	clinical				SAMN05263634	GCA_012894935.1	blaEC=COMPLETE,marR_S3N=POINT	2016-05
	PDT000137563.3	USA	stool	clinical				SAMN05374518	GCA_012668485.1	blaEC=COMPLETE,tet(A)=COMPLETE	2014-03-27
	PDT000137566.3	USA	stool	clinical				SAMN05374521		blaEC=COMPLETE	2012-08-18
	PDT000137568.3	USA	stool	clinical				SAMN05374523		blaEC=COMPLETE	2013-01-10
Serotype pending:Pending	PDT000137731.3	USA	stool	clinical				SAMN05194382		blaEC=COMPLETE,cyaA_S352T=POINT,uhpT_E350Q=POINT	2016-04
	PDT000142535.3	USA:TX	stool	clinical				SAMN05371103	GCA_012639505.1	blaEC=COMPLETE	2013
	PDT000142536.3	USA:TX	stool	clinical				SAMN05371104	GCA_012638825.1	blaEC=COMPLETE	2013
	PDT000142546.3	USA:TX	stool	clinical				SAMN05371114		blaEC=COMPLETE,blaTEM-1=COMPLETE	2013
	PDT000147482.3	USA	stool	clinical				SAMN05733197	GCA_012626795.1	blaEC=COMPLETE	2015-08-06
	PDT000147485.3	USA	stool	clinical				SAMN05733201	GCA_012626575.1	blaEC=COMPLETE	2015-01-22
	PDT000147507.3	USA	stool	clinical				SAMN05733221	GCA_012718815.1	blaEC=COMPLETE	2015-08-14
Pending:Pending	PDT000190719.3	USA	stool	clinical				SAMN04279094	GCA_012494565.1	blaEC=COMPLETE	2015-10
	PDT000844698.1	USA:WA	stool	environmental/other	PDS000072171.1	1		SAMN16257941	GCA_014744055.1	blaEC=COMPLETE,marR_S3N=POINT	2019-10-26
	PDT000147478.3	USA	stool	clinical	PDS000056959.2	2		SAMN05733182	GCA_012626875.1	blaEC=COMPLETE	2015-07-28
	PDT000542113.2	USA	feces	environmental/other	PDS000057767.1	1		SAMN12256118		blaEC=COMPLETE	2008-07-19
	PDT000542118.2	USA	feces	environmental/other	PDS000057767.1	1		SAMN12256116		blaEC=COMPLETE	2008-07-19
	PDT000725674.1	USA	stool	clinical	PDS000061320.1	17		SAMN13617467	GCA_012924795.1	blaEC=COMPLETE	2001
	PDT000806330.1	USA	feces	clinical	PDS000066763.1	3		SAMN09405824	GCA_014135065.1	blaEC=COMPLETE,cyaA_S352T=POINT	2002
	PDT000771642.1	USA:Kansas	feces	environmental/other	PDS000064893.1	0		SAMN09381107	GCA_013369655.1	aadA1=COMPLETE,blaEC=COMPLETE,sat2=PARTIAL,tet(B)=COMPLETE	2014
	PDT000771661.1	USA:Kansas	feces	environmental/other	PDS000064893.1	0		SAMN09381108	GCA_013370025.1	aadA1=COMPLETE,blaEC=COMPLETE,sat2=PARTIAL,tet(B)=COMPLETE	2014
	PDT000248606.1	USA: CT	feces	clinical	PDS000061304.1	2		SAMN05607340	GCA_002459435.1	blaEC=COMPLETE	2001
	PDT000252993.3	USA:MI	stool	clinical	PDS000066576.1	37		SAMN07717134		blaEC=COMPLETE,cyaA_S352T=POINT	2008
	PDT000542071.2	USA	feces	environmental/other	PDS000058142.1	0		SAMN12255953		blaEC=COMPLETE	2008-12-28
	PDT000235958.2	USA:MN	feces	environmental/other				SAMN07509377	GCA_012424465.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	2017-07
	PDT000248613.1	USA: UT	feces	clinical				SAMN05607346	GCA_002459545.1	blaEC=MISTRANSLATION	2004
	PDT000251652.1	USA: MI	feces	environmental/other				SAMN05605377	GCA_002515705.1	blaEC=MISTRANSLATION	2012
	PDT000253141.2	USA	stool	clinical				SAMN07795435	GCA_012364035.1	blaEC=COMPLETE,cyaA_S352T=POINT	2017-05-12
	PDT000285892.3	USA	stool	clinical				SAMN08501099		blaEC=COMPLETE	2017-11-17
	PDT000289029.2	USA	stool	clinical				SAMN08591153	GCA_012255005.1	blaEC=COMPLETE,blaTEM-1=COMPLETE,cyaA_S352T=POINT	2018-01-18
	PDT000334481.2	USA:WY	feces	environmental/other				SAMN07146671	GCA_012169605.1	blaEC=COMPLETE	2007
	PDT000354099.3	USA:MI	stool	clinical				SAMN08102523		blaEC=COMPLETE	2009
	PDT000542085.2	USA	feces	environmental/other				SAMN12255962		blaEC=COMPLETE	2009-09-24
	PDT000542187.2	USA	feces	environmental/other				SAMN12256475		blaEC=COMPLETE,fosA7.5=COMPLETE	2010-08-11
	PDT000434498.1	USA: New York City, NY	stool	clinical				SAMN08783844	GCA_013011045.1	blaCMY-2=COMPLETE,blaEC=COMPLETE,uhpT_E350Q=POINT	2015-07-30
	PDT000434499.1	USA: New York City, NY	stool	clinical				SAMN08783825	GCA_013011085.1	blaEC=COMPLETE,blaKPC-3=COMPLETE,dfrA14=COMPLETE,qnrS1=COMPLETE	2015-03-02
	PDT000491123.1	USA: Alachua	feces	environmental/other				SAMN11334560	GCA_004793335.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-1=COMPLETE,blaEC=COMPLETE,floR=COMPLETE,mph(A)=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	2017-06
	PDT000525759.2	USA	stool	environmental/other				SAMN12100778	GCA_011929145.1	blaEC=COMPLETE	2019-05-16
	PDT000725650.1	USA	stool	clinical				SAMN13617489		blaEC=COMPLETE	2002
	PDT000725721.1	USA	stool	clinical				SAMN13617563		blaEC=COMPLETE	2005
	PDT000725735.1	USA	stool	clinical				SAMN13617425	GCA_012914525.1	blaEC=COMPLETE	2002
	PDT000725762.1	USA	stool	clinical				SAMN13617526		blaEC=COMPLETE,cyaA_S352T=POINT	2004
	PDT000725781.1	USA	stool	clinical				SAMN13617411	GCA_012913705.1	blaEC=COMPLETE	2001
	PDT000771635.1	USA:Kansas	feces	environmental/other				SAMN09381076	GCA_013369465.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCMY-2=COMPLETE,blaEC=COMPLETE,tet(B)=COMPLETE	2014
	PDT000771663.1	USA:Kansas	feces	environmental/other				SAMN09381054	GCA_013370055.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCMY-2=COMPLETE,blaEC=COMPLETE,floR=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	2014
	PDT000771691.1	USA:Kansas	feces	environmental/other				SAMN09381036	GCA_013370645.1	blaEC=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	2014
	PDT000806328.1	USA	feces	clinical				SAMN09405807	GCA_014137425.1	blaEC-5=COMPLETE	2002
	PDT000806903.1	USA:WA	stool	environmental/other				SAMN15777160	GCA_014147205.1	blaEC=COMPLETE	2019-07-13
	PDT000806904.1	USA:WA	stool	environmental/other				SAMN15777154	GCA_014147225.1	blaEC=COMPLETE,marR_S3N=POINT	2019-07-15
	PDT000806907.1	USA:WA	stool	environmental/other				SAMN15777153	GCA_014147145.1	blaEC=COMPLETE	2019-08-16
	PDT000829706.1	USA:WA	stool	environmental/other				SAMN16054329	GCA_014474055.1	blaEC=COMPLETE	2019-09-04
	PDT000147464.3	USA	stool	clinical	PDS000033924.3	1		SAMN05733145	GCA_012627565.1	blaEC=COMPLETE	2015-06-05
	PDT000147465.3	USA	stool	clinical	PDS000033924.3	0		SAMN05733144	GCA_012627005.1	blaEC=COMPLETE	2015-05-24
	PDT000107713.3	USA	stool	clinical	PDS000049751.4	29		SAMN04498496		blaEC=COMPLETE	2013-02-26
Isolate to CDC:Isolate to CDC	PDT000300571.1	USA	stool	clinical	PDS000003430.4	2		SAMN03098211	GCA_003018775.1	blaEC=COMPLETE	2014-05
	PDT000148511.3	USA	stool	clinical	PDS000033865.3	2		SAMN05757132	GCA_012589585.1	blaEC=COMPLETE	2015-08-28
	PDT000144399.3	USA:TX	stool	clinical	PDS000034077.3	27		SAMN05371122		blaEC=COMPLETE	2013
Pending:Pending	PDT000081893.3	USA	stool	clinical	PDS000034620.3	13		SAMN03981631		blaEC=COMPLETE	2015-07
Pending:Undetermined	PDT000086331.3	USA	stool	clinical	PDS000034620.3	13		SAMN03763868		blaEC=COMPLETE	2015-05
